review_id,review,rating,date,bank,source,sentiment_label,sentiment_score,model
303,mayreba app you its better if you use other banks,1,2025-08-27,Commercial Bank of Ethiopia,Google Play,negative,0.9957265853881836,distilbert-base-uncased-finetuned-sst-2-english
304,Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,Commercial Bank of Ethiopia,Google Play,negative,0.9938229322433472,distilbert-base-uncased-finetuned-sst-2-english
305,let us know before you shut down the app,4,2025-08-27,Commercial Bank of Ethiopia,Google Play,negative,0.9973037242889404,distilbert-base-uncased-finetuned-sst-2-english
306,excited,5,2025-08-27,Commercial Bank of Ethiopia,Google Play,positive,0.9997768998146057,distilbert-base-uncased-finetuned-sst-2-english
307,amizing,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,negative,0.9881719946861267,distilbert-base-uncased-finetuned-sst-2-english
308,love it,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,positive,0.9998753070831299,distilbert-base-uncased-finetuned-sst-2-english
309,yes it is v good,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,positive,0.9994988441467285,distilbert-base-uncased-finetuned-sst-2-english
310,A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,positive,0.9994227886199951,distilbert-base-uncased-finetuned-sst-2-english
311,this app is smart.,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,positive,0.9998302459716797,distilbert-base-uncased-finetuned-sst-2-english
312,I am happy,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,positive,0.9998801946640015,distilbert-base-uncased-finetuned-sst-2-english
313,Still I have not face critical problems sometimes delay to open,4,2025-08-26,Commercial Bank of Ethiopia,Google Play,positive,0.9847297072410583,distilbert-base-uncased-finetuned-sst-2-english
314,ጤና ከድረ,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,negative,0.7850592732429504,distilbert-base-uncased-finetuned-sst-2-english
315,The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,Commercial Bank of Ethiopia,Google Play,negative,0.999581515789032,distilbert-base-uncased-finetuned-sst-2-english
316,I have forgotten mobail banking password,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,negative,0.99432772397995,distilbert-base-uncased-finetuned-sst-2-english
317,Thank you,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,positive,0.9998352527618408,distilbert-base-uncased-finetuned-sst-2-english
318,muktaar Abraahim,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,negative,0.9458082318305969,distilbert-base-uncased-finetuned-sst-2-english
319,🤞Good One,5,2025-08-24,Commercial Bank of Ethiopia,Google Play,positive,0.8484408855438232,distilbert-base-uncased-finetuned-sst-2-english
320,why does it say change pin to 6 digits is that right?,4,2025-08-24,Commercial Bank of Ethiopia,Google Play,negative,0.9931118488311768,distilbert-base-uncased-finetuned-sst-2-english
321,One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,Commercial Bank of Ethiopia,Google Play,negative,0.999728262424469,distilbert-base-uncased-finetuned-sst-2-english
322,i like it and aprshat.,4,2025-08-23,Commercial Bank of Ethiopia,Google Play,positive,0.999653697013855,distilbert-base-uncased-finetuned-sst-2-english
323,"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9994633793830872,distilbert-base-uncased-finetuned-sst-2-english
324,best app and easy to use,5,2025-08-23,Commercial Bank of Ethiopia,Google Play,positive,0.9996281862258911,distilbert-base-uncased-finetuned-sst-2-english
325,doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9990184307098389,distilbert-base-uncased-finetuned-sst-2-english
326,List of transactions can't load over months and years..,1,2025-08-23,Commercial Bank of Ethiopia,Google Play,positive,0.6906012892723083,distilbert-base-uncased-finetuned-sst-2-english
327,transferring money to telebirr is not working,1,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9997877478599548,distilbert-base-uncased-finetuned-sst-2-english
328,I don't Like this app and there service fee is highl,5,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9943022727966309,distilbert-base-uncased-finetuned-sst-2-english
329,አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9872555732727051,distilbert-base-uncased-finetuned-sst-2-english
330,this application do not show over all transaction history,3,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9990196228027344,distilbert-base-uncased-finetuned-sst-2-english
331,this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9775184988975525,distilbert-base-uncased-finetuned-sst-2-english
332,"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9994884729385376,distilbert-base-uncased-finetuned-sst-2-english
333,best and secured application,5,2025-08-23,Commercial Bank of Ethiopia,Google Play,positive,0.9997896552085876,distilbert-base-uncased-finetuned-sst-2-english
334,This application is excellent .,5,2025-08-22,Commercial Bank of Ethiopia,Google Play,positive,0.9998652935028076,distilbert-base-uncased-finetuned-sst-2-english
335,"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,Commercial Bank of Ethiopia,Google Play,negative,0.9997369647026062,distilbert-base-uncased-finetuned-sst-2-english
336,Thise App is Great,5,2025-08-22,Commercial Bank of Ethiopia,Google Play,positive,0.9997069239616394,distilbert-base-uncased-finetuned-sst-2-english
337,አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,Commercial Bank of Ethiopia,Google Play,negative,0.9994959831237793,distilbert-base-uncased-finetuned-sst-2-english
338,"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22,Commercial Bank of Ethiopia,Google Play,negative,0.9867143034934998,distilbert-base-uncased-finetuned-sst-2-english
339,👍,5,2025-08-22,Commercial Bank of Ethiopia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english
340,it is good app,5,2025-08-22,Commercial Bank of Ethiopia,Google Play,positive,0.9998652935028076,distilbert-base-uncased-finetuned-sst-2-english
341,good and always try to make new updats 🙏👍,5,2025-08-22,Commercial Bank of Ethiopia,Google Play,positive,0.9997432827949524,distilbert-base-uncased-finetuned-sst-2-english
342,"I use the Commercial Bank of Ethiopia mobile app, and it’s fantastic! The interface is user-friendly, making it easy to check balances and transfer money. I love the bill payment feature, and the security measures give me peace of mind. Overall, it’s a reliable app that has simplified my banking experience. Highly recommend!",5,2025-08-22,Commercial Bank of Ethiopia,Google Play,positive,0.9998327493667603,distilbert-base-uncased-finetuned-sst-2-english
343,i don' want,5,2025-08-22,Commercial Bank of Ethiopia,Google Play,negative,0.9935490489006042,distilbert-base-uncased-finetuned-sst-2-english
344,"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,Commercial Bank of Ethiopia,Google Play,negative,0.7717199325561523,distilbert-base-uncased-finetuned-sst-2-english
345,one of the best,5,2025-08-22,Commercial Bank of Ethiopia,Google Play,positive,0.9998641014099121,distilbert-base-uncased-finetuned-sst-2-english
346,"why is it every time the app is updated history of previous account numbers keeps missing , WHY??",1,2025-08-21,Commercial Bank of Ethiopia,Google Play,negative,0.9994832277297974,distilbert-base-uncased-finetuned-sst-2-english
347,You guys charge way to much when we transfer money from CBE to Telebirr via this app,3,2025-08-21,Commercial Bank of Ethiopia,Google Play,negative,0.9921815395355225,distilbert-base-uncased-finetuned-sst-2-english
348,not bad apk,1,2025-08-21,Commercial Bank of Ethiopia,Google Play,positive,0.9990298748016357,distilbert-base-uncased-finetuned-sst-2-english
349,yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,5,2025-08-21,Commercial Bank of Ethiopia,Google Play,positive,0.9989866614341736,distilbert-base-uncased-finetuned-sst-2-english
350,best mobile banking App that have seen .,5,2025-08-21,Commercial Bank of Ethiopia,Google Play,positive,0.9996659755706787,distilbert-base-uncased-finetuned-sst-2-english
351,It's very helpful apps,5,2025-08-21,Commercial Bank of Ethiopia,Google Play,positive,0.9997400641441345,distilbert-base-uncased-finetuned-sst-2-english
352,Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2,2025-08-21,Commercial Bank of Ethiopia,Google Play,negative,0.9881247282028198,distilbert-base-uncased-finetuned-sst-2-english
353,"Unable to connect, pls. Improve the system",5,2025-08-20,Commercial Bank of Ethiopia,Google Play,negative,0.9995279312133789,distilbert-base-uncased-finetuned-sst-2-english
354,well app,5,2025-08-20,Commercial Bank of Ethiopia,Google Play,positive,0.9993765950202942,distilbert-base-uncased-finetuned-sst-2-english
355,"Smart service But, your service charge is too high",5,2025-08-20,Commercial Bank of Ethiopia,Google Play,negative,0.997087299823761,distilbert-base-uncased-finetuned-sst-2-english
356,perfect 👌 keep,5,2025-08-20,Commercial Bank of Ethiopia,Google Play,positive,0.99981290102005,distilbert-base-uncased-finetuned-sst-2-english
357,"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,Commercial Bank of Ethiopia,Google Play,negative,0.9480838775634766,distilbert-base-uncased-finetuned-sst-2-english
358,excellent plus,5,2025-08-20,Commercial Bank of Ethiopia,Google Play,positive,0.9998642206192017,distilbert-base-uncased-finetuned-sst-2-english
359,Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,Commercial Bank of Ethiopia,Google Play,negative,0.9983863830566406,distilbert-base-uncased-finetuned-sst-2-english
360,so disappointing :((,1,2025-08-20,Commercial Bank of Ethiopia,Google Play,negative,0.9998121857643127,distilbert-base-uncased-finetuned-sst-2-english
361,what nice app i never usedyet,4,2025-08-20,Commercial Bank of Ethiopia,Google Play,positive,0.9993265867233276,distilbert-base-uncased-finetuned-sst-2-english
362,Excellent,5,2025-08-20,Commercial Bank of Ethiopia,Google Play,positive,0.9998434782028198,distilbert-base-uncased-finetuned-sst-2-english
363,ke gizew ga emihed astemamagn metegberya,1,2025-08-20,Commercial Bank of Ethiopia,Google Play,negative,0.7793751955032349,distilbert-base-uncased-finetuned-sst-2-english
364,"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,Commercial Bank of Ethiopia,Google Play,negative,0.9711772799491882,distilbert-base-uncased-finetuned-sst-2-english
365,Send money for some account but don't reserved Ball,5,2025-08-20,Commercial Bank of Ethiopia,Google Play,negative,0.9694757461547852,distilbert-base-uncased-finetuned-sst-2-english
366,very good🙏🙏,5,2025-08-19,Commercial Bank of Ethiopia,Google Play,positive,0.8243637084960938,distilbert-base-uncased-finetuned-sst-2-english
367,good,1,2025-08-19,Commercial Bank of Ethiopia,Google Play,positive,0.9998161196708679,distilbert-base-uncased-finetuned-sst-2-english
368,I recognized thank you,5,2025-08-19,Commercial Bank of Ethiopia,Google Play,positive,0.9998434782028198,distilbert-base-uncased-finetuned-sst-2-english
369,Best feature!!,5,2025-08-19,Commercial Bank of Ethiopia,Google Play,positive,0.9998444318771362,distilbert-base-uncased-finetuned-sst-2-english
370,the saved account totally removed ..why????????,1,2025-08-19,Commercial Bank of Ethiopia,Google Play,negative,0.9997368454933167,distilbert-base-uncased-finetuned-sst-2-english
371,good bank Ethiopian very nic,5,2025-08-18,Commercial Bank of Ethiopia,Google Play,positive,0.9994763731956482,distilbert-base-uncased-finetuned-sst-2-english
372,this good app but screenshot must enable,4,2025-08-18,Commercial Bank of Ethiopia,Google Play,positive,0.9907084703445435,distilbert-base-uncased-finetuned-sst-2-english
373,በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,Commercial Bank of Ethiopia,Google Play,negative,0.9865872263908386,distilbert-base-uncased-finetuned-sst-2-english
374,Good,4,2025-08-18,Commercial Bank of Ethiopia,Google Play,positive,0.9998161196708679,distilbert-base-uncased-finetuned-sst-2-english
375,change mobile banking CBE,5,2025-08-18,Commercial Bank of Ethiopia,Google Play,positive,0.582142174243927,distilbert-base-uncased-finetuned-sst-2-english
376,The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,Commercial Bank of Ethiopia,Google Play,negative,0.7523459196090698,distilbert-base-uncased-finetuned-sst-2-english
377,Adisi Deti,5,2025-08-17,Commercial Bank of Ethiopia,Google Play,positive,0.7580509185791016,distilbert-base-uncased-finetuned-sst-2-english
378,this app is the good apps,5,2025-08-17,Commercial Bank of Ethiopia,Google Play,positive,0.999853253364563,distilbert-base-uncased-finetuned-sst-2-english
379,አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,Commercial Bank of Ethiopia,Google Play,negative,0.9526929259300232,distilbert-base-uncased-finetuned-sst-2-english
380,congra ethio,5,2025-08-15,Commercial Bank of Ethiopia,Google Play,positive,0.9800975918769836,distilbert-base-uncased-finetuned-sst-2-english
381,እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,Commercial Bank of Ethiopia,Google Play,negative,0.8616330027580261,distilbert-base-uncased-finetuned-sst-2-english
382,I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,Commercial Bank of Ethiopia,Google Play,negative,0.9997748732566833,distilbert-base-uncased-finetuned-sst-2-english
383,"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,Commercial Bank of Ethiopia,Google Play,negative,0.9974616765975952,distilbert-base-uncased-finetuned-sst-2-english
384,this APK Best for most of people,5,2025-08-13,Commercial Bank of Ethiopia,Google Play,positive,0.9989105463027954,distilbert-base-uncased-finetuned-sst-2-english
385,good keep it up,5,2025-08-13,Commercial Bank of Ethiopia,Google Play,positive,0.9998568296432495,distilbert-base-uncased-finetuned-sst-2-english
386,very nice app,5,2025-08-12,Commercial Bank of Ethiopia,Google Play,positive,0.9998562335968018,distilbert-base-uncased-finetuned-sst-2-english
387,Most of the time either the app or *889# don't work,2,2025-08-12,Commercial Bank of Ethiopia,Google Play,negative,0.9996015429496765,distilbert-base-uncased-finetuned-sst-2-english
388,cbe. noor,2,2025-08-12,Commercial Bank of Ethiopia,Google Play,positive,0.7760317921638489,distilbert-base-uncased-finetuned-sst-2-english
389,why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,Commercial Bank of Ethiopia,Google Play,negative,0.9912410378456116,distilbert-base-uncased-finetuned-sst-2-english
390,በጣም አሪፍ ነው በርቱልን,5,2025-08-12,Commercial Bank of Ethiopia,Google Play,negative,0.8616330027580261,distilbert-base-uncased-finetuned-sst-2-english
391,this is so good,5,2025-08-11,Commercial Bank of Ethiopia,Google Play,positive,0.9998397827148438,distilbert-base-uncased-finetuned-sst-2-english
392,❤❤❤❤❤😂,5,2025-08-10,Commercial Bank of Ethiopia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english
393,Very interesting 🤔,5,2025-08-10,Commercial Bank of Ethiopia,Google Play,positive,0.9997901320457458,distilbert-base-uncased-finetuned-sst-2-english
394,very good app 👍👍👍 time saving and more accurate,5,2025-08-09,Commercial Bank of Ethiopia,Google Play,positive,0.9997368454933167,distilbert-base-uncased-finetuned-sst-2-english
395,"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,Commercial Bank of Ethiopia,Google Play,positive,0.8364056348800659,distilbert-base-uncased-finetuned-sst-2-english
396,very bad app,1,2025-08-09,Commercial Bank of Ethiopia,Google Play,negative,0.9997768998146057,distilbert-base-uncased-finetuned-sst-2-english
397,good 👍,5,2025-08-09,Commercial Bank of Ethiopia,Google Play,positive,0.9998576641082764,distilbert-base-uncased-finetuned-sst-2-english
398,it is the best transferring AP,5,2025-08-08,Commercial Bank of Ethiopia,Google Play,positive,0.999705970287323,distilbert-base-uncased-finetuned-sst-2-english
399,it's good but add some more please,3,2025-08-08,Commercial Bank of Ethiopia,Google Play,positive,0.9998283386230469,distilbert-base-uncased-finetuned-sst-2-english
400,best servis app,4,2025-08-07,Commercial Bank of Ethiopia,Google Play,positive,0.9994334578514099,distilbert-base-uncased-finetuned-sst-2-english
401,very useful to use it from any where in the world !,5,2025-08-07,Commercial Bank of Ethiopia,Google Play,positive,0.996921956539154,distilbert-base-uncased-finetuned-sst-2-english
402,it very good but why block the screen shoot,5,2025-08-07,Commercial Bank of Ethiopia,Google Play,negative,0.9954419136047363,distilbert-base-uncased-finetuned-sst-2-english
403,Good app,5,2025-08-07,Commercial Bank of Ethiopia,Google Play,positive,0.9998493194580078,distilbert-base-uncased-finetuned-sst-2-english
404,"the most disgusting app,",1,2025-08-07,Commercial Bank of Ethiopia,Google Play,negative,0.9976406097412109,distilbert-base-uncased-finetuned-sst-2-english
405,ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,Commercial Bank of Ethiopia,Google Play,negative,0.964240312576294,distilbert-base-uncased-finetuned-sst-2-english
406,"unexpected anomalies, unreliable as fintec app",2,2025-08-05,Commercial Bank of Ethiopia,Google Play,negative,0.9917572140693665,distilbert-base-uncased-finetuned-sst-2-english
407,best one,5,2025-08-05,Commercial Bank of Ethiopia,Google Play,positive,0.999826967716217,distilbert-base-uncased-finetuned-sst-2-english
408,awesome,5,2025-08-05,Commercial Bank of Ethiopia,Google Play,positive,0.9998682737350464,distilbert-base-uncased-finetuned-sst-2-english
409,so good,5,2025-08-04,Commercial Bank of Ethiopia,Google Play,positive,0.999841570854187,distilbert-base-uncased-finetuned-sst-2-english
410,worst experience,1,2025-08-04,Commercial Bank of Ethiopia,Google Play,negative,0.9998027682304382,distilbert-base-uncased-finetuned-sst-2-english
411,The 1st one is CBE,5,2025-08-04,Commercial Bank of Ethiopia,Google Play,positive,0.9928787350654602,distilbert-base-uncased-finetuned-sst-2-english
412,ok,1,2025-08-04,Commercial Bank of Ethiopia,Google Play,positive,0.9997851252555847,distilbert-base-uncased-finetuned-sst-2-english
413,"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,Commercial Bank of Ethiopia,Google Play,negative,0.9998061060905457,distilbert-base-uncased-finetuned-sst-2-english
414,CBE,5,2025-08-04,Commercial Bank of Ethiopia,Google Play,positive,0.9966009855270386,distilbert-base-uncased-finetuned-sst-2-english
415,Very Good,5,2025-11-28,Bank of Abyssinia,Google Play,positive,0.9998520612716675,distilbert-base-uncased-finetuned-sst-2-english
416,goof,5,2025-11-28,Bank of Abyssinia,Google Play,negative,0.9975278973579407,distilbert-base-uncased-finetuned-sst-2-english
417,good!,5,2025-11-28,Bank of Abyssinia,Google Play,positive,0.9998268485069275,distilbert-base-uncased-finetuned-sst-2-english
418,good jop,5,2025-11-27,Bank of Abyssinia,Google Play,positive,0.9998409748077393,distilbert-base-uncased-finetuned-sst-2-english
419,bad exprience...it is so crushed,1,2025-11-27,Bank of Abyssinia,Google Play,negative,0.9998053908348083,distilbert-base-uncased-finetuned-sst-2-english
420,not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,Bank of Abyssinia,Google Play,negative,0.9997656941413879,distilbert-base-uncased-finetuned-sst-2-english
421,ምንም የማይ ሰራ,1,2025-11-26,Bank of Abyssinia,Google Play,negative,0.8337253928184509,distilbert-base-uncased-finetuned-sst-2-english
422,very good,5,2025-11-25,Bank of Abyssinia,Google Play,positive,0.9998520612716675,distilbert-base-uncased-finetuned-sst-2-english
423,most of the time is not working properly,1,2025-11-25,Bank of Abyssinia,Google Play,negative,0.9997636675834656,distilbert-base-uncased-finetuned-sst-2-english
424,good service,5,2025-11-25,Bank of Abyssinia,Google Play,positive,0.9998499155044556,distilbert-base-uncased-finetuned-sst-2-english
425,not use for me,3,2025-11-23,Bank of Abyssinia,Google Play,negative,0.9953739047050476,distilbert-base-uncased-finetuned-sst-2-english
426,It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,Bank of Abyssinia,Google Play,negative,0.9968326687812805,distilbert-base-uncased-finetuned-sst-2-english
427,waw,5,2025-11-21,Bank of Abyssinia,Google Play,negative,0.7346174716949463,distilbert-base-uncased-finetuned-sst-2-english
428,the lag is unbelievable when you need it the most this suks,1,2025-11-19,Bank of Abyssinia,Google Play,negative,0.9983174800872803,distilbert-base-uncased-finetuned-sst-2-english
429,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,Bank of Abyssinia,Google Play,negative,0.999693751335144,distilbert-base-uncased-finetuned-sst-2-english
430,it is a good app,5,2025-11-18,Bank of Abyssinia,Google Play,positive,0.9998643398284912,distilbert-base-uncased-finetuned-sst-2-english
431,it is not working at all,1,2025-11-15,Bank of Abyssinia,Google Play,negative,0.9997811913490295,distilbert-base-uncased-finetuned-sst-2-english
432,🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,Bank of Abyssinia,Google Play,positive,0.8251606822013855,distilbert-base-uncased-finetuned-sst-2-english
433,when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,Bank of Abyssinia,Google Play,negative,0.9952510595321655,distilbert-base-uncased-finetuned-sst-2-english
434,fast and simple,5,2025-11-11,Bank of Abyssinia,Google Play,positive,0.9997392296791077,distilbert-base-uncased-finetuned-sst-2-english
435,best of best,5,2025-11-10,Bank of Abyssinia,Google Play,positive,0.9997496008872986,distilbert-base-uncased-finetuned-sst-2-english
436,Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,Bank of Abyssinia,Google Play,negative,0.9993888139724731,distilbert-base-uncased-finetuned-sst-2-english
437,good,4,2025-11-10,Bank of Abyssinia,Google Play,positive,0.9998161196708679,distilbert-base-uncased-finetuned-sst-2-english
438,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,Bank of Abyssinia,Google Play,negative,0.9947031140327454,distilbert-base-uncased-finetuned-sst-2-english
439,Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,Bank of Abyssinia,Google Play,negative,0.8848850727081299,distilbert-base-uncased-finetuned-sst-2-english
440,best app,5,2025-11-08,Bank of Abyssinia,Google Play,positive,0.999686598777771,distilbert-base-uncased-finetuned-sst-2-english
441,Best app,5,2025-11-07,Bank of Abyssinia,Google Play,positive,0.999686598777771,distilbert-base-uncased-finetuned-sst-2-english
442,"Barely works, it always fails to connect",1,2025-11-07,Bank of Abyssinia,Google Play,negative,0.9997532963752747,distilbert-base-uncased-finetuned-sst-2-english
443,my fav app,5,2025-11-07,Bank of Abyssinia,Google Play,positive,0.9846561551094055,distilbert-base-uncased-finetuned-sst-2-english
444,this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,Bank of Abyssinia,Google Play,negative,0.9977949857711792,distilbert-base-uncased-finetuned-sst-2-english
445,very nice,5,2025-11-04,Bank of Abyssinia,Google Play,positive,0.9998563528060913,distilbert-base-uncased-finetuned-sst-2-english
446,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,Bank of Abyssinia,Google Play,negative,0.9985816478729248,distilbert-base-uncased-finetuned-sst-2-english
447,I like,5,2025-11-02,Bank of Abyssinia,Google Play,positive,0.9998149275779724,distilbert-base-uncased-finetuned-sst-2-english
448,ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,Bank of Abyssinia,Google Play,negative,0.9608768820762634,distilbert-base-uncased-finetuned-sst-2-english
449,i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,Bank of Abyssinia,Google Play,negative,0.9083430767059326,distilbert-base-uncased-finetuned-sst-2-english
450,"the worst app ever,",1,2025-10-30,Bank of Abyssinia,Google Play,negative,0.9997932314872742,distilbert-base-uncased-finetuned-sst-2-english
451,better,5,2025-10-29,Bank of Abyssinia,Google Play,positive,0.999264657497406,distilbert-base-uncased-finetuned-sst-2-english
452,"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,Bank of Abyssinia,Google Play,negative,0.99928218126297,distilbert-base-uncased-finetuned-sst-2-english
453,this app can't open? what is problem? please solve my problem?,1,2025-10-28,Bank of Abyssinia,Google Play,negative,0.9996218681335449,distilbert-base-uncased-finetuned-sst-2-english
454,kiyaa makonn,5,2025-10-27,Bank of Abyssinia,Google Play,positive,0.7175928354263306,distilbert-base-uncased-finetuned-sst-2-english
455,very very lazy app,1,2025-10-26,Bank of Abyssinia,Google Play,negative,0.9996856451034546,distilbert-base-uncased-finetuned-sst-2-english
456,telebirr remittance,5,2025-10-24,Bank of Abyssinia,Google Play,negative,0.9799609780311584,distilbert-base-uncased-finetuned-sst-2-english
457,The best bank in 🇪🇹,5,2025-10-23,Bank of Abyssinia,Google Play,positive,0.9998179078102112,distilbert-base-uncased-finetuned-sst-2-english
458,its good,5,2025-10-22,Bank of Abyssinia,Google Play,positive,0.9998385906219482,distilbert-base-uncased-finetuned-sst-2-english
459,the worst app in my financial experience.,1,2025-10-22,Bank of Abyssinia,Google Play,negative,0.9997914433479309,distilbert-base-uncased-finetuned-sst-2-english
460,good for mb appliciation,5,2025-10-21,Bank of Abyssinia,Google Play,positive,0.9943337440490723,distilbert-base-uncased-finetuned-sst-2-english
