review_id,review,rating,date,bank,source,sentiment_label,sentiment_score,model,noun_phrases,themes
218,some time when make transfer from Mobile account to other cbebirr wallet no show customer name so please check it......thanks my cbe.. cbebirr application very nice application wallet,5,2025-09-20,Commercial Bank of Ethiopia,Google Play,positive,0.9983887672424316,distilbert-base-uncased-finetuned-sst-2-english,"['transfer', 'mobile account', 'other cbebirr', 'no show customer name', 'it', 'my cbe', 'very nice application wallet']",Transactions / Transfers
219,this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave 3,3,2025-09-20,Commercial Bank of Ethiopia,Google Play,negative,0.9951974749565125,distilbert-base-uncased-finetuned-sst-2-english,"['this app', 'you', 'specific transactions', 'it', 'i']",
220,why i must visit the branch i opened my account to activate the mobile banking services? if it a connected network it maybe done from any branch.,1,2025-09-20,Commercial Bank of Ethiopia,Google Play,negative,0.9981855750083924,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'the branch', 'i', 'my account', 'the mobile banking services', 'it', 'it', 'any branch']",
221,አሪፍ ነው አሁን ደግሞ እስክሪን ሹት ማረግ በመቻሌ ደግብሎኛል,5,2025-09-20,Commercial Bank of Ethiopia,Google Play,negative,0.932232677936554,distilbert-base-uncased-finetuned-sst-2-english,"['አሪፍ ነው', 'አሁን ደግሞ', 'ሹት ማረግ በመቻሌ ደግብሎኛል']",
222,asfaw damse,5,2025-09-19,Commercial Bank of Ethiopia,Google Play,negative,0.9871633052825928,distilbert-base-uncased-finetuned-sst-2-english,['asfaw damse'],
223,jabadhaa namatii tolataan,5,2025-09-19,Commercial Bank of Ethiopia,Google Play,negative,0.962352991104126,distilbert-base-uncased-finetuned-sst-2-english,"['jabadhaa namatii', 'tolataan']",
224,"The App is very good in its interface and user friendly. But it could be a pro app had it had additional feature that let us run multiple accounts on a single phone with an option of ""additional"" account!",3,2025-09-19,Commercial Bank of Ethiopia,Google Play,negative,0.9511563181877136,distilbert-base-uncased-finetuned-sst-2-english,"['the app', 'its interface', 'user', 'it', 'a pro app', 'it', 'additional feature', 'that', 'us', 'multiple accounts', 'a single phone', 'an option', '""additional"" account']",Feature Requests / Suggestions|UI / UX
225,The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,4,2025-09-18,Commercial Bank of Ethiopia,Google Play,negative,0.9966429471969604,distilbert-base-uncased-finetuned-sst-2-english,"['the app', 'i', 'some amendment', 'option', 'money', 'other tele birr', 'other cbe birr']",UI / UX
226,Truly amazing!,5,2025-09-18,Commercial Bank of Ethiopia,Google Play,positive,0.9998810291290284,distilbert-base-uncased-finetuned-sst-2-english,[],
227,Doesn't have option to generate statement for transactions,3,2025-09-18,Commercial Bank of Ethiopia,Google Play,negative,0.992244303226471,distilbert-base-uncased-finetuned-sst-2-english,"['option', 'statement', 'transactions']",
228,😎,5,2025-09-18,Commercial Bank of Ethiopia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english,['😎'],
229,JanaleBl,5,2025-09-17,Commercial Bank of Ethiopia,Google Play,positive,0.9632813930511476,distilbert-base-uncased-finetuned-sst-2-english,['janalebl'],
230,nice application,5,2025-09-17,Commercial Bank of Ethiopia,Google Play,positive,0.9998229146003724,distilbert-base-uncased-finetuned-sst-2-english,['nice application'],
231,WaaaaaaaW,1,2025-09-17,Commercial Bank of Ethiopia,Google Play,negative,0.9848952293395996,distilbert-base-uncased-finetuned-sst-2-english,[],
232,very nice,5,2025-09-16,Commercial Bank of Ethiopia,Google Play,positive,0.9998563528060912,distilbert-base-uncased-finetuned-sst-2-english,[],
233,Of,5,2025-09-16,Commercial Bank of Ethiopia,Google Play,positive,0.9193394780158995,distilbert-base-uncased-finetuned-sst-2-english,[],
234,it's best app to use recently and upgraded day to day for internationalization,4,2025-09-16,Commercial Bank of Ethiopia,Google Play,positive,0.99834942817688,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'best app', 'day', 'internationalization']",
235,Easy to use and not Complicated 👍,5,2025-09-15,Commercial Bank of Ethiopia,Google Play,positive,0.9179598093032836,distilbert-base-uncased-finetuned-sst-2-english,[],UI / UX
236,apdat the app,5,2025-09-14,Commercial Bank of Ethiopia,Google Play,negative,0.9424067139625548,distilbert-base-uncased-finetuned-sst-2-english,"['apdat', 'the app']",
237,good in bankin at any time & any where.,5,2025-09-13,Commercial Bank of Ethiopia,Google Play,positive,0.9995506405830384,distilbert-base-uncased-finetuned-sst-2-english,"['bankin', 'any time']",
238,great,5,2025-09-13,Commercial Bank of Ethiopia,Google Play,positive,0.9998630285263062,distilbert-base-uncased-finetuned-sst-2-english,[],
239,"WHAT A USELESS APP! Transfers, wallet payments, other banks — nothing works. Updated, restarted, cleared cache, reinstalled — still useless. Crashed and forced me to visit a branch just to log in 3 times. One of the biggest banks in the country can’t fix issues a junior developer could solve. Completely unreliable. Big bank , Zero functionality!",1,2025-09-13,Commercial Bank of Ethiopia,Google Play,negative,0.9998034834861756,distilbert-base-uncased-finetuned-sst-2-english,"['what', 'transfers', 'wallet payments', 'other banks', 'nothing', 'cache', 'me', 'a branch', '3 times', 'the biggest banks', 'the country', 'issues', 'a junior developer', 'big bank', 'zero functionality']",App Performance / Crashes|Transactions / Transfers
240,it is best to me,1,2025-09-13,Commercial Bank of Ethiopia,Google Play,positive,0.9966468214988708,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'me']",
241,hayizgi mebrahtom feshay,5,2025-09-13,Commercial Bank of Ethiopia,Google Play,negative,0.6387795805931091,distilbert-base-uncased-finetuned-sst-2-english,['hayizgi mebrahtom feshay'],
242,Excellent app,5,2025-09-12,Commercial Bank of Ethiopia,Google Play,positive,0.9998356103897096,distilbert-base-uncased-finetuned-sst-2-english,['excellent app'],
243,after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-12,Commercial Bank of Ethiopia,Google Play,negative,0.9993560910224916,distilbert-base-uncased-finetuned-sst-2-english,"['apdate', 'the app', 'any thing', 'it']",
244,love,5,2025-09-12,Commercial Bank of Ethiopia,Google Play,positive,0.9998735189437866,distilbert-base-uncased-finetuned-sst-2-english,['love'],
245,Hasasa bank,1,2025-09-11,Commercial Bank of Ethiopia,Google Play,positive,0.8199579119682312,distilbert-base-uncased-finetuned-sst-2-english,['hasasa bank'],
246,All ways Trusted.,5,2025-09-11,Commercial Bank of Ethiopia,Google Play,positive,0.9988715052604676,distilbert-base-uncased-finetuned-sst-2-english,[],
247,best MB application in Ethiopia financial sector.,5,2025-09-11,Commercial Bank of Ethiopia,Google Play,positive,0.9990665316581726,distilbert-base-uncased-finetuned-sst-2-english,"['best mb application', 'ethiopia financial sector']",
248,I like this app,5,2025-09-11,Commercial Bank of Ethiopia,Google Play,positive,0.9996516704559326,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'this app']",
249,am tired why I have to update every 5 day,1,2025-09-11,Commercial Bank of Ethiopia,Google Play,negative,0.9996090531349182,distilbert-base-uncased-finetuned-sst-2-english,['i'],
250,usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,Commercial Bank of Ethiopia,Google Play,negative,0.9974377155303956,distilbert-base-uncased-finetuned-sst-2-english,"['usb debugig mode bicha', 'endidereg axrigu', 'awash bank']",
251,good morning 🙏,5,2025-09-10,Commercial Bank of Ethiopia,Google Play,positive,0.9997515082359314,distilbert-base-uncased-finetuned-sst-2-english,['good morning'],
252,am happy 😃,5,2025-09-09,Commercial Bank of Ethiopia,Google Play,positive,0.9998183846473694,distilbert-base-uncased-finetuned-sst-2-english,[],
253,wowww,5,2025-09-08,Commercial Bank of Ethiopia,Google Play,positive,0.9972698092460632,distilbert-base-uncased-finetuned-sst-2-english,['wowww'],
254,KEHRU nasir AbFIXA,5,2025-09-08,Commercial Bank of Ethiopia,Google Play,positive,0.818851113319397,distilbert-base-uncased-finetuned-sst-2-english,['kehru nasir abfixa'],
255,It is well organized.,5,2025-09-08,Commercial Bank of Ethiopia,Google Play,positive,0.9998693466186525,distilbert-base-uncased-finetuned-sst-2-english,['it'],
256,Can't see the nearest Branch or ATM available,2,2025-09-08,Commercial Bank of Ethiopia,Google Play,negative,0.9962969422340392,distilbert-base-uncased-finetuned-sst-2-english,"['the nearest branch', 'atm']",
257,the app does not open,1,2025-09-07,Commercial Bank of Ethiopia,Google Play,negative,0.9997572302818298,distilbert-base-uncased-finetuned-sst-2-english,['the app'],
258,from Monk,3,2025-09-06,Commercial Bank of Ethiopia,Google Play,positive,0.939874231815338,distilbert-base-uncased-finetuned-sst-2-english,['monk'],
259,"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,2025-09-06,Commercial Bank of Ethiopia,Google Play,positive,0.9996967315673828,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'i', 'great proud', 'part', 'your stakeholder', 'my first choice bank', 'commercial bank', 'ethiopia', 'the pioneer', 'digital banking services', 'ethiopia', 'five stars', '⭐', '⭐', '⭐', '⭐⭐', 'you', 'you']",UI / UX
260,incredible,5,2025-09-06,Commercial Bank of Ethiopia,Google Play,positive,0.99987530708313,distilbert-base-uncased-finetuned-sst-2-english,[],
261,የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,5,2025-09-06,Commercial Bank of Ethiopia,Google Play,negative,0.957039713859558,distilbert-base-uncased-finetuned-sst-2-english,"['የዚህ', 'ተጠቃሚ ነበርኩ ያለሁት ከሀገር', 'ነው እና እየተጠቀምኩበት', 'አብደት አድርጊ', 'ሆኘ', 'ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው']",
262,it's the best money transfer app ever,5,2025-09-06,Commercial Bank of Ethiopia,Google Play,positive,0.9996806383132936,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'the best money transfer app']",Transactions / Transfers
263,it is nice,5,2025-09-05,Commercial Bank of Ethiopia,Google Play,positive,0.9998648166656494,distilbert-base-uncased-finetuned-sst-2-english,['it'],
264,user friendly. best.,5,2025-09-05,Commercial Bank of Ethiopia,Google Play,positive,0.9997245669364928,distilbert-base-uncased-finetuned-sst-2-english,['user'],UI / UX
265,🙏,5,2025-09-05,Commercial Bank of Ethiopia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english,[],
266,አሪፍ,5,2025-09-05,Commercial Bank of Ethiopia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english,['አሪፍ'],
267,best app!!!,5,2025-09-05,Commercial Bank of Ethiopia,Google Play,positive,0.9997482895851136,distilbert-base-uncased-finetuned-sst-2-english,['best app'],
268,"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,2025-09-05,Commercial Bank of Ethiopia,Google Play,negative,0.9859862327575684,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'good app', 'it', 'service', 'the app', 'device phone', 'it', 'us', 'you', 'us', 'the requirements', 'your office', 'we', 'it', 'install', 'it', 'we', 'branch office', 'such silly businesses', 'important things', 'addition', 'that', 'that', 'senders name', 'account number', 'i', 'who', 'me']",UI / UX
269,very good app,5,2025-09-05,Commercial Bank of Ethiopia,Google Play,positive,0.9998675584793092,distilbert-base-uncased-finetuned-sst-2-english,['very good app'],
270,jabirabdala,5,2025-09-04,Commercial Bank of Ethiopia,Google Play,negative,0.9328047037124634,distilbert-base-uncased-finetuned-sst-2-english,['jabirabdala'],
271,unfair cost of transportations... what a shame!!!,1,2025-09-04,Commercial Bank of Ethiopia,Google Play,negative,0.9997835755348206,distilbert-base-uncased-finetuned-sst-2-english,"['unfair cost', 'transportations', 'what a shame']",
272,"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,Commercial Bank of Ethiopia,Google Play,negative,0.9977512955665588,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'it', 'a good app', 'i', 'one more comment', 'the app', 'the balance', 'real time', 'this issue', 'example', 'someone', 'money', ""the receiver's app"", 'it', 'the user', 'an update', 'the current balance']",Transactions / Transfers|UI / UX
273,WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,Commercial Bank of Ethiopia,Google Play,positive,0.9996813535690308,distilbert-base-uncased-finetuned-sst-2-english,"['waw', 'i', 'my strong bank', 'at best', 'a remote location', 'malabo', 'ecuatorial guinea', 'mewolid mubarak cbe']",UI / UX
274,zinaa Ahmed,5,2025-09-04,Commercial Bank of Ethiopia,Google Play,positive,0.9246603846549988,distilbert-base-uncased-finetuned-sst-2-english,['zinaa ahmed'],
275,absolutely excellent,5,2025-09-04,Commercial Bank of Ethiopia,Google Play,positive,0.99985933303833,distilbert-base-uncased-finetuned-sst-2-english,[],
276,amazing app,5,2025-09-03,Commercial Bank of Ethiopia,Google Play,positive,0.9998670816421508,distilbert-base-uncased-finetuned-sst-2-english,['amazing app'],
277,perfect and easy,5,2025-09-03,Commercial Bank of Ethiopia,Google Play,positive,0.9998718500137328,distilbert-base-uncased-finetuned-sst-2-english,[],
278,fastest,5,2025-09-03,Commercial Bank of Ethiopia,Google Play,positive,0.999160885810852,distilbert-base-uncased-finetuned-sst-2-english,[],
279,My account is not working,4,2025-09-03,Commercial Bank of Ethiopia,Google Play,negative,0.9997815489768982,distilbert-base-uncased-finetuned-sst-2-english,['my account'],
280,The recent update is not optimized fir latest version of android,2,2025-09-02,Commercial Bank of Ethiopia,Google Play,negative,0.999637246131897,distilbert-base-uncased-finetuned-sst-2-english,"['the recent update', 'not optimized fir latest version', 'android']",
281,topp,5,2025-09-02,Commercial Bank of Ethiopia,Google Play,positive,0.9706206321716307,distilbert-base-uncased-finetuned-sst-2-english,['topp'],
282,I appreciate it,5,2025-09-01,Commercial Bank of Ethiopia,Google Play,positive,0.999839186668396,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'it']",
283,v.good app,5,2025-09-01,Commercial Bank of Ethiopia,Google Play,positive,0.9952701926231384,distilbert-base-uncased-finetuned-sst-2-english,['v.good app'],
284,Nice,4,2025-08-31,Commercial Bank of Ethiopia,Google Play,positive,0.9998552799224854,distilbert-base-uncased-finetuned-sst-2-english,[],
285,sahib amin jamal,1,2025-08-31,Commercial Bank of Ethiopia,Google Play,positive,0.8987875580787659,distilbert-base-uncased-finetuned-sst-2-english,['sahib amin'],
286,installi,5,2025-08-31,Commercial Bank of Ethiopia,Google Play,negative,0.9575470089912416,distilbert-base-uncased-finetuned-sst-2-english,['installi'],
287,very good apps,5,2025-08-30,Commercial Bank of Ethiopia,Google Play,positive,0.9998751878738404,distilbert-base-uncased-finetuned-sst-2-english,['very good apps'],
288,👍👍👍👍,1,2025-08-30,Commercial Bank of Ethiopia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english,[],
289,the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,Commercial Bank of Ethiopia,Google Play,negative,0.9997796416282654,distilbert-base-uncased-finetuned-sst-2-english,"['the app', 'it', 'ur phone', 'u', 'it', 'it']",
290,"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,Commercial Bank of Ethiopia,Google Play,negative,0.9962132573127748,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'you', 'some feedback', 'current update', 'some button', 'example', 'it', 'some txn', 'becouse', 'this', 'i', 'users', 'this app', 'maily merchants', 'those', 'the txn', 'all the bank', 'i', 'cbe', 'my bank']",UI / UX
291,tinishu titiba,5,2025-08-29,Commercial Bank of Ethiopia,Google Play,negative,0.715971827507019,distilbert-base-uncased-finetuned-sst-2-english,['tinishu titiba'],
292,"essy to use ,has great interface and user-friendly g",5,2025-08-29,Commercial Bank of Ethiopia,Google Play,positive,0.9995421171188354,distilbert-base-uncased-finetuned-sst-2-english,"['great interface', 'g']",
293,Yuuuuu,5,2025-08-29,Commercial Bank of Ethiopia,Google Play,negative,0.9227678179740906,distilbert-base-uncased-finetuned-sst-2-english,['yuuuuu'],
294,I found it very much friendly,5,2025-08-29,Commercial Bank of Ethiopia,Google Play,positive,0.9997764229774476,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'it']",
295,"Very useful app, while we use CBE.",5,2025-08-28,Commercial Bank of Ethiopia,Google Play,positive,0.9981263279914856,distilbert-base-uncased-finetuned-sst-2-english,"['very useful app', 'we', 'cbe']",
296,woooow,5,2025-08-28,Commercial Bank of Ethiopia,Google Play,positive,0.956160008907318,distilbert-base-uncased-finetuned-sst-2-english,['woooow'],
297,Redmi,1,2025-08-28,Commercial Bank of Ethiopia,Google Play,positive,0.9882866740226746,distilbert-base-uncased-finetuned-sst-2-english,['redmi'],
298,አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,Commercial Bank of Ethiopia,Google Play,negative,0.932232677936554,distilbert-base-uncased-finetuned-sst-2-english,['ነገር ግን'],
299,kamil aweil,5,2025-08-28,Commercial Bank of Ethiopia,Google Play,positive,0.9943663477897644,distilbert-base-uncased-finetuned-sst-2-english,['kamil aweil'],
300,nice,3,2025-08-28,Commercial Bank of Ethiopia,Google Play,positive,0.9998552799224854,distilbert-base-uncased-finetuned-sst-2-english,[],
301,In your next update can you come with night mode future,5,2025-08-27,Commercial Bank of Ethiopia,Google Play,negative,0.6754574775695801,distilbert-base-uncased-finetuned-sst-2-english,"['your next update', 'you', 'night mode future']",
302,"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,Commercial Bank of Ethiopia,Google Play,positive,0.9994266033172609,distilbert-base-uncased-finetuned-sst-2-english,"['a well known app', 'simplest features', 'telebirr super app', 'cbe', 'my top ultimate choice', 'that', 'i', 'the other bank', 'its beautiful power', 'lead', 'a result', 'i', 'cbe', 'others', 'its service provision', 'ethical principles', 'practice', 'customers', 'existence', 'constraints', 'challenges', 'burglary', 'froudalent hacker', 'you']",Feature Requests / Suggestions
303,mayreba app you its better if you use other banks,1,2025-08-27,Commercial Bank of Ethiopia,Google Play,negative,0.9957265853881836,distilbert-base-uncased-finetuned-sst-2-english,"['you', 'you', 'other banks']",
304,Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,Commercial Bank of Ethiopia,Google Play,negative,0.9938229322433472,distilbert-base-uncased-finetuned-sst-2-english,"['transfer', 'other bank', 'deliverd imidetliy', 'three or five days']",Transactions / Transfers
305,let us know before you shut down the app,4,2025-08-27,Commercial Bank of Ethiopia,Google Play,negative,0.9973037242889404,distilbert-base-uncased-finetuned-sst-2-english,"['us', 'you', 'the app']",
306,excited,5,2025-08-27,Commercial Bank of Ethiopia,Google Play,positive,0.9997768998146056,distilbert-base-uncased-finetuned-sst-2-english,[],
307,amizing,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,negative,0.9881719946861268,distilbert-base-uncased-finetuned-sst-2-english,[],
308,love it,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,positive,0.99987530708313,distilbert-base-uncased-finetuned-sst-2-english,['it'],
309,yes it is v good,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,positive,0.9994988441467284,distilbert-base-uncased-finetuned-sst-2-english,['it'],
310,A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,positive,0.9994227886199952,distilbert-base-uncased-finetuned-sst-2-english,"['a great update', 'the mobile banking application', 'thanks', 'the system and customization department']",
311,this app is smart.,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,positive,0.9998302459716796,distilbert-base-uncased-finetuned-sst-2-english,['this app'],
312,I am happy,5,2025-08-26,Commercial Bank of Ethiopia,Google Play,positive,0.9998801946640016,distilbert-base-uncased-finetuned-sst-2-english,['i'],
313,Still I have not face critical problems sometimes delay to open,4,2025-08-26,Commercial Bank of Ethiopia,Google Play,positive,0.9847297072410583,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'critical problems']",
314,ጤና ከድረ,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,negative,0.7850592732429504,distilbert-base-uncased-finetuned-sst-2-english,['ጤና ከድረ'],
315,The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,Commercial Bank of Ethiopia,Google Play,negative,0.999581515789032,distilbert-base-uncased-finetuned-sst-2-english,"['the connection', 'bank', 'the app', 'lag relationship', 'this']",App Performance / Crashes
316,I have forgotten mobail banking password,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,negative,0.99432772397995,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'mobail banking password']",Login / Access Issues
317,Thank you,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,positive,0.9998352527618408,distilbert-base-uncased-finetuned-sst-2-english,['you'],
318,muktaar Abraahim,5,2025-08-25,Commercial Bank of Ethiopia,Google Play,negative,0.9458082318305968,distilbert-base-uncased-finetuned-sst-2-english,['muktaar abraahim'],
319,🤞Good One,5,2025-08-24,Commercial Bank of Ethiopia,Google Play,positive,0.8484408855438232,distilbert-base-uncased-finetuned-sst-2-english,[],
320,why does it say change pin to 6 digits is that right?,4,2025-08-24,Commercial Bank of Ethiopia,Google Play,negative,0.9931118488311768,distilbert-base-uncased-finetuned-sst-2-english,"['it', 'pin', '6 digits', 'that']",Login / Access Issues
321,One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,Commercial Bank of Ethiopia,Google Play,negative,0.999728262424469,distilbert-base-uncased-finetuned-sst-2-english,"['the worst mobile banking apps', 'ethiopia', 'you', 'your txn record', 'more than 2 weeks']",
322,i like it and aprshat.,4,2025-08-23,Commercial Bank of Ethiopia,Google Play,positive,0.999653697013855,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'it']",
323,"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9994633793830872,distilbert-base-uncased-finetuned-sst-2-english,"['the app', 'some issues', 'i', 'i', 'funds', 'my telebirr wallet', 'we', 'a place', 'we', 'our contacts', 'we', 'money', 'update', 'i', 'all the important accounts']",Transactions / Transfers
324,best app and easy to use,5,2025-08-23,Commercial Bank of Ethiopia,Google Play,positive,0.9996281862258912,distilbert-base-uncased-finetuned-sst-2-english,['best app'],UI / UX
325,doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9990184307098388,distilbert-base-uncased-finetuned-sst-2-english,"['data', 'fast other wise functions', 'the update', 'telebirr']",Transactions / Transfers
326,List of transactions can't load over months and years..,1,2025-08-23,Commercial Bank of Ethiopia,Google Play,positive,0.6906012892723083,distilbert-base-uncased-finetuned-sst-2-english,"['list', 'transactions', 'months', 'years']",
327,transferring money to telebirr is not working,1,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9997877478599548,distilbert-base-uncased-finetuned-sst-2-english,"['money', 'telebirr']",Transactions / Transfers
328,I don't Like this app and there service fee is highl,5,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9943022727966307,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'this app', 'there service fee', 'highl']",
329,አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9872555732727052,distilbert-base-uncased-finetuned-sst-2-english,"['አዲሱ update ጥሩ አይደለም', 'update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል']",
330,this application do not show over all transaction history,3,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9990196228027344,distilbert-base-uncased-finetuned-sst-2-english,"['this application', 'all transaction history']",
331,this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9775184988975524,distilbert-base-uncased-finetuned-sst-2-english,"['this app', 'statment history', 'very shiort atlist', '15 days']",
332,"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,Commercial Bank of Ethiopia,Google Play,negative,0.9994884729385376,distilbert-base-uncased-finetuned-sst-2-english,"['this app', 'i', 'it', 'it', 'password', 'i', 'it', 'the new password', 'i', 'it']",Login / Access Issues
333,best and secured application,5,2025-08-23,Commercial Bank of Ethiopia,Google Play,positive,0.9997896552085876,distilbert-base-uncased-finetuned-sst-2-english,['best and secured application'],
334,This application is excellent .,5,2025-08-22,Commercial Bank of Ethiopia,Google Play,positive,0.9998652935028076,distilbert-base-uncased-finetuned-sst-2-english,['this application'],
335,"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,Commercial Bank of Ethiopia,Google Play,negative,0.9997369647026062,distilbert-base-uncased-finetuned-sst-2-english,"['the new update', 'the names', 'account holders', 'i', 'transactions', 'money', 'telebirr', 'asap']",
336,Thise App is Great,5,2025-08-22,Commercial Bank of Ethiopia,Google Play,positive,0.9997069239616394,distilbert-base-uncased-finetuned-sst-2-english,['thise app'],
337,አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,Commercial Bank of Ethiopia,Google Play,negative,0.9994959831237792,distilbert-base-uncased-finetuned-sst-2-english,"['ቀይር ብሎኝ ለሶስት', 'the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም']",
338,"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22,Commercial Bank of Ethiopia,Google Play,negative,0.9867143034934998,distilbert-base-uncased-finetuned-sst-2-english,"['i', 'this app', 'some', 'screenshot', 'every transaction', 'me', 'i', 'screenshots', 'recipient', 'it', 'transaction history', 'this app', 'months', 'that', 'we', 'calender ways', 'thanks']",
339,👍,5,2025-08-22,Commercial Bank of Ethiopia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english,[],
