review,rating,date,bank,source
sahib amin jamal,1,2025-08-31,Commercial Bank of Ethiopia,Google Play
installi,5,2025-08-31,Commercial Bank of Ethiopia,Google Play
very good apps,5,2025-08-30,Commercial Bank of Ethiopia,Google Play
👍👍👍👍,1,2025-08-30,Commercial Bank of Ethiopia,Google Play
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,Commercial Bank of Ethiopia,Google Play
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,Commercial Bank of Ethiopia,Google Play
tinishu titiba,5,2025-08-29,Commercial Bank of Ethiopia,Google Play
"essy to use ,has great interface and user-friendly g",5,2025-08-29,Commercial Bank of Ethiopia,Google Play
Yuuuuu,5,2025-08-29,Commercial Bank of Ethiopia,Google Play
I found it very much friendly,5,2025-08-29,Commercial Bank of Ethiopia,Google Play
"Very useful app, while we use CBE.",5,2025-08-28,Commercial Bank of Ethiopia,Google Play
woooow,5,2025-08-28,Commercial Bank of Ethiopia,Google Play
Redmi,1,2025-08-28,Commercial Bank of Ethiopia,Google Play
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,Commercial Bank of Ethiopia,Google Play
kamil aweil,5,2025-08-28,Commercial Bank of Ethiopia,Google Play
nice,3,2025-08-28,Commercial Bank of Ethiopia,Google Play
In your next update can you come with night mode future,5,2025-08-27,Commercial Bank of Ethiopia,Google Play
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,Commercial Bank of Ethiopia,Google Play
mayreba app you its better if you use other banks,1,2025-08-27,Commercial Bank of Ethiopia,Google Play
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,Commercial Bank of Ethiopia,Google Play
let us know before you shut down the app,4,2025-08-27,Commercial Bank of Ethiopia,Google Play
excited,5,2025-08-27,Commercial Bank of Ethiopia,Google Play
amizing,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
love it,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
yes it is v good,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
this app is smart.,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
I am happy,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
Still I have not face critical problems sometimes delay to open,4,2025-08-26,Commercial Bank of Ethiopia,Google Play
ጤና ከድረ,5,2025-08-25,Commercial Bank of Ethiopia,Google Play
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,Commercial Bank of Ethiopia,Google Play
I have forgotten mobail banking password,5,2025-08-25,Commercial Bank of Ethiopia,Google Play
Thank you,5,2025-08-25,Commercial Bank of Ethiopia,Google Play
muktaar Abraahim,5,2025-08-25,Commercial Bank of Ethiopia,Google Play
🤞Good One,5,2025-08-24,Commercial Bank of Ethiopia,Google Play
why does it say change pin to 6 digits is that right?,4,2025-08-24,Commercial Bank of Ethiopia,Google Play
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,Commercial Bank of Ethiopia,Google Play
i like it and aprshat.,4,2025-08-23,Commercial Bank of Ethiopia,Google Play
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,Commercial Bank of Ethiopia,Google Play
best app and easy to use,5,2025-08-23,Commercial Bank of Ethiopia,Google Play
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,Commercial Bank of Ethiopia,Google Play
List of transactions can't load over months and years..,1,2025-08-23,Commercial Bank of Ethiopia,Google Play
transferring money to telebirr is not working,1,2025-08-23,Commercial Bank of Ethiopia,Google Play
I don't Like this app and there service fee is highl,5,2025-08-23,Commercial Bank of Ethiopia,Google Play
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,Commercial Bank of Ethiopia,Google Play
this application do not show over all transaction history,3,2025-08-23,Commercial Bank of Ethiopia,Google Play
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,Commercial Bank of Ethiopia,Google Play
"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,Commercial Bank of Ethiopia,Google Play
best and secured application,5,2025-08-23,Commercial Bank of Ethiopia,Google Play
This application is excellent .,5,2025-08-22,Commercial Bank of Ethiopia,Google Play
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,Commercial Bank of Ethiopia,Google Play
Thise App is Great,5,2025-08-22,Commercial Bank of Ethiopia,Google Play
አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,Commercial Bank of Ethiopia,Google Play
"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22,Commercial Bank of Ethiopia,Google Play
👍,5,2025-08-22,Commercial Bank of Ethiopia,Google Play
it is good app,5,2025-08-22,Commercial Bank of Ethiopia,Google Play
good and always try to make new updats 🙏👍,5,2025-08-22,Commercial Bank of Ethiopia,Google Play
"I use the Commercial Bank of Ethiopia mobile app, and it’s fantastic! The interface is user-friendly, making it easy to check balances and transfer money. I love the bill payment feature, and the security measures give me peace of mind. Overall, it’s a reliable app that has simplified my banking experience. Highly recommend!",5,2025-08-22,Commercial Bank of Ethiopia,Google Play
i don' want,5,2025-08-22,Commercial Bank of Ethiopia,Google Play
"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,Commercial Bank of Ethiopia,Google Play
one of the best,5,2025-08-22,Commercial Bank of Ethiopia,Google Play
"why is it every time the app is updated history of previous account numbers keeps missing , WHY??",1,2025-08-21,Commercial Bank of Ethiopia,Google Play
You guys charge way to much when we transfer money from CBE to Telebirr via this app,3,2025-08-21,Commercial Bank of Ethiopia,Google Play
not bad apk,1,2025-08-21,Commercial Bank of Ethiopia,Google Play
yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,5,2025-08-21,Commercial Bank of Ethiopia,Google Play
best mobile banking App that have seen .,5,2025-08-21,Commercial Bank of Ethiopia,Google Play
It's very helpful apps,5,2025-08-21,Commercial Bank of Ethiopia,Google Play
Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2,2025-08-21,Commercial Bank of Ethiopia,Google Play
"Unable to connect, pls. Improve the system",5,2025-08-20,Commercial Bank of Ethiopia,Google Play
well app,5,2025-08-20,Commercial Bank of Ethiopia,Google Play
"Smart service But, your service charge is too high",5,2025-08-20,Commercial Bank of Ethiopia,Google Play
perfect 👌 keep,5,2025-08-20,Commercial Bank of Ethiopia,Google Play
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,Commercial Bank of Ethiopia,Google Play
excellent plus,5,2025-08-20,Commercial Bank of Ethiopia,Google Play
Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,Commercial Bank of Ethiopia,Google Play
so disappointing :((,1,2025-08-20,Commercial Bank of Ethiopia,Google Play
what nice app i never usedyet,4,2025-08-20,Commercial Bank of Ethiopia,Google Play
Excellent,5,2025-08-20,Commercial Bank of Ethiopia,Google Play
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,Commercial Bank of Ethiopia,Google Play
"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,Commercial Bank of Ethiopia,Google Play
Send money for some account but don't reserved Ball,5,2025-08-20,Commercial Bank of Ethiopia,Google Play
very good🙏🙏,5,2025-08-19,Commercial Bank of Ethiopia,Google Play
good,1,2025-08-19,Commercial Bank of Ethiopia,Google Play
I recognized thank you,5,2025-08-19,Commercial Bank of Ethiopia,Google Play
Best feature!!,5,2025-08-19,Commercial Bank of Ethiopia,Google Play
the saved account totally removed ..why????????,1,2025-08-19,Commercial Bank of Ethiopia,Google Play
good bank Ethiopian very nic,5,2025-08-18,Commercial Bank of Ethiopia,Google Play
this good app but screenshot must enable,4,2025-08-18,Commercial Bank of Ethiopia,Google Play
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,Commercial Bank of Ethiopia,Google Play
Good,4,2025-08-18,Commercial Bank of Ethiopia,Google Play
change mobile banking CBE,5,2025-08-18,Commercial Bank of Ethiopia,Google Play
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,Commercial Bank of Ethiopia,Google Play
Adisi Deti,5,2025-08-17,Commercial Bank of Ethiopia,Google Play
this app is the good apps,5,2025-08-17,Commercial Bank of Ethiopia,Google Play
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,Commercial Bank of Ethiopia,Google Play
congra ethio,5,2025-08-15,Commercial Bank of Ethiopia,Google Play
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,Commercial Bank of Ethiopia,Google Play
I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,Commercial Bank of Ethiopia,Google Play
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,Commercial Bank of Ethiopia,Google Play
this APK Best for most of people,5,2025-08-13,Commercial Bank of Ethiopia,Google Play
good keep it up,5,2025-08-13,Commercial Bank of Ethiopia,Google Play
very nice app,5,2025-08-12,Commercial Bank of Ethiopia,Google Play
Most of the time either the app or *889# don't work,2,2025-08-12,Commercial Bank of Ethiopia,Google Play
cbe. noor,2,2025-08-12,Commercial Bank of Ethiopia,Google Play
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,Commercial Bank of Ethiopia,Google Play
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,Commercial Bank of Ethiopia,Google Play
this is so good,5,2025-08-11,Commercial Bank of Ethiopia,Google Play
❤❤❤❤❤😂,5,2025-08-10,Commercial Bank of Ethiopia,Google Play
Very interesting 🤔,5,2025-08-10,Commercial Bank of Ethiopia,Google Play
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,Commercial Bank of Ethiopia,Google Play
"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,Commercial Bank of Ethiopia,Google Play
very bad app,1,2025-08-09,Commercial Bank of Ethiopia,Google Play
good 👍,5,2025-08-09,Commercial Bank of Ethiopia,Google Play
it is the best transferring AP,5,2025-08-08,Commercial Bank of Ethiopia,Google Play
it's good but add some more please,3,2025-08-08,Commercial Bank of Ethiopia,Google Play
best servis app,4,2025-08-07,Commercial Bank of Ethiopia,Google Play
very useful to use it from any where in the world !,5,2025-08-07,Commercial Bank of Ethiopia,Google Play
it very good but why block the screen shoot,5,2025-08-07,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-08-07,Commercial Bank of Ethiopia,Google Play
"the most disgusting app,",1,2025-08-07,Commercial Bank of Ethiopia,Google Play
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,Commercial Bank of Ethiopia,Google Play
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,Commercial Bank of Ethiopia,Google Play
best one,5,2025-08-05,Commercial Bank of Ethiopia,Google Play
awesome,5,2025-08-05,Commercial Bank of Ethiopia,Google Play
so good,5,2025-08-04,Commercial Bank of Ethiopia,Google Play
worst experience,1,2025-08-04,Commercial Bank of Ethiopia,Google Play
The 1st one is CBE,5,2025-08-04,Commercial Bank of Ethiopia,Google Play
ok,1,2025-08-04,Commercial Bank of Ethiopia,Google Play
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,Commercial Bank of Ethiopia,Google Play
CBE,5,2025-08-04,Commercial Bank of Ethiopia,Google Play
Very Good,5,2025-11-28,Bank of Abyssinia,Google Play
goof,5,2025-11-28,Bank of Abyssinia,Google Play
good!,5,2025-11-28,Bank of Abyssinia,Google Play
good jop,5,2025-11-27,Bank of Abyssinia,Google Play
bad exprience...it is so crushed,1,2025-11-27,Bank of Abyssinia,Google Play
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,Bank of Abyssinia,Google Play
ምንም የማይ ሰራ,1,2025-11-26,Bank of Abyssinia,Google Play
very good,5,2025-11-25,Bank of Abyssinia,Google Play
most of the time is not working properly,1,2025-11-25,Bank of Abyssinia,Google Play
good service,5,2025-11-25,Bank of Abyssinia,Google Play
not use for me,3,2025-11-23,Bank of Abyssinia,Google Play
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,Bank of Abyssinia,Google Play
waw,5,2025-11-21,Bank of Abyssinia,Google Play
the lag is unbelievable when you need it the most this suks,1,2025-11-19,Bank of Abyssinia,Google Play
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,Bank of Abyssinia,Google Play
it is a good app,5,2025-11-18,Bank of Abyssinia,Google Play
it is not working at all,1,2025-11-15,Bank of Abyssinia,Google Play
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,Bank of Abyssinia,Google Play
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,Bank of Abyssinia,Google Play
fast and simple,5,2025-11-11,Bank of Abyssinia,Google Play
best of best,5,2025-11-10,Bank of Abyssinia,Google Play
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,Bank of Abyssinia,Google Play
good,4,2025-11-10,Bank of Abyssinia,Google Play
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,Bank of Abyssinia,Google Play
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,Bank of Abyssinia,Google Play
best app,5,2025-11-08,Bank of Abyssinia,Google Play
Best app,5,2025-11-07,Bank of Abyssinia,Google Play
"Barely works, it always fails to connect",1,2025-11-07,Bank of Abyssinia,Google Play
my fav app,5,2025-11-07,Bank of Abyssinia,Google Play
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,Bank of Abyssinia,Google Play
very nice,5,2025-11-04,Bank of Abyssinia,Google Play
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,Bank of Abyssinia,Google Play
I like,5,2025-11-02,Bank of Abyssinia,Google Play
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,Bank of Abyssinia,Google Play
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,Bank of Abyssinia,Google Play
"the worst app ever,",1,2025-10-30,Bank of Abyssinia,Google Play
better,5,2025-10-29,Bank of Abyssinia,Google Play
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,Bank of Abyssinia,Google Play
this app can't open? what is problem? please solve my problem?,1,2025-10-28,Bank of Abyssinia,Google Play
kiyaa makonn,5,2025-10-27,Bank of Abyssinia,Google Play
very very lazy app,1,2025-10-26,Bank of Abyssinia,Google Play
telebirr remittance,5,2025-10-24,Bank of Abyssinia,Google Play
The best bank in 🇪🇹,5,2025-10-23,Bank of Abyssinia,Google Play
its good,5,2025-10-22,Bank of Abyssinia,Google Play
the worst app in my financial experience.,1,2025-10-22,Bank of Abyssinia,Google Play
good for mb appliciation,5,2025-10-21,Bank of Abyssinia,Google Play
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,Bank of Abyssinia,Google Play
try to easy network,4,2025-10-17,Bank of Abyssinia,Google Play
hussen hassen umer,5,2025-10-16,Bank of Abyssinia,Google Play
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,Bank of Abyssinia,Google Play
an exceptional banking app.,5,2025-10-16,Bank of Abyssinia,Google Play
alhamdulilah,5,2025-10-11,Bank of Abyssinia,Google Play
poor,5,2025-10-11,Bank of Abyssinia,Google Play
Best of best,5,2025-10-09,Bank of Abyssinia,Google Play
from the last week updates the app is not working Please check the problems,1,2025-10-08,Bank of Abyssinia,Google Play
It's always crushing,1,2025-10-08,Bank of Abyssinia,Google Play
office branches have to improve their services please,4,2025-10-07,Bank of Abyssinia,Google Play
♥️♥️,5,2025-10-05,Bank of Abyssinia,Google Play
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,Bank of Abyssinia,Google Play
it needs a timely update,5,2025-10-03,Bank of Abyssinia,Google Play
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,Bank of Abyssinia,Google Play
Like,5,2025-10-01,Bank of Abyssinia,Google Play
I can't type my otp on it.,1,2025-10-01,Bank of Abyssinia,Google Play
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,Bank of Abyssinia,Google Play
jaajja,4,2025-09-30,Bank of Abyssinia,Google Play
I love this bank the best experience ever.,5,2025-09-28,Bank of Abyssinia,Google Play
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,Bank of Abyssinia,Google Play
easy and fast,5,2025-09-24,Bank of Abyssinia,Google Play
Great,5,2025-09-20,Bank of Abyssinia,Google Play
mobile banking,5,2025-09-19,Bank of Abyssinia,Google Play
😎,5,2025-09-18,Bank of Abyssinia,Google Play
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,Bank of Abyssinia,Google Play
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,Bank of Abyssinia,Google Play
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,Bank of Abyssinia,Google Play
none,5,2025-09-14,Bank of Abyssinia,Google Play
good,2,2025-09-13,Bank of Abyssinia,Google Play
good,5,2025-09-12,Bank of Abyssinia,Google Play
very good app i ever used,5,2025-09-12,Bank of Abyssinia,Google Play
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,Bank of Abyssinia,Google Play
zedo,5,2025-09-11,Bank of Abyssinia,Google Play
please open my mobile app,5,2025-09-10,Bank of Abyssinia,Google Play
it doesn't open,1,2025-09-10,Bank of Abyssinia,Google Play
masha alla,5,2025-09-08,Bank of Abyssinia,Google Play
Best banking transaction application in Ethiopia !,5,2025-09-05,Bank of Abyssinia,Google Play
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,Bank of Abyssinia,Google Play
tamaam kamal,1,2025-09-04,Bank of Abyssinia,Google Play
በጣም ሐሪፍ,5,2025-09-03,Bank of Abyssinia,Google Play
great 👍,5,2025-09-02,Bank of Abyssinia,Google Play
goof,4,2025-09-01,Bank of Abyssinia,Google Play
absiniya banki,5,2025-08-29,Bank of Abyssinia,Google Play
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,Bank of Abyssinia,Google Play
One of the best in this business,5,2025-08-25,Bank of Abyssinia,Google Play
Excellent,5,2025-08-20,Bank of Abyssinia,Google Play
besat🥰,5,2025-08-19,Bank of Abyssinia,Google Play
unlimited experience,5,2025-08-18,Bank of Abyssinia,Google Play
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,Bank of Abyssinia,Google Play
very nice mobile banking app my favourite,5,2025-08-16,Bank of Abyssinia,Google Play
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,Bank of Abyssinia,Google Play
best apps,5,2025-08-15,Bank of Abyssinia,Google Play
the worst app ever to exist in a bank history,1,2025-08-15,Bank of Abyssinia,Google Play
thank you,5,2025-08-14,Bank of Abyssinia,Google Play
Best mobile app in the country,5,2025-08-14,Bank of Abyssinia,Google Play
not fast,2,2025-08-12,Bank of Abyssinia,Google Play
keeps freezing at the front page.,1,2025-08-10,Bank of Abyssinia,Google Play
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,Bank of Abyssinia,Google Play
abseniya bank app,5,2025-08-08,Bank of Abyssinia,Google Play
yes goode app,5,2025-08-03,Bank of Abyssinia,Google Play
Great App,5,2025-08-02,Bank of Abyssinia,Google Play
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,Bank of Abyssinia,Google Play
ረጀብነሱ,1,2025-07-31,Bank of Abyssinia,Google Play
The Worst Mobile Banking App.,1,2025-07-31,Bank of Abyssinia,Google Play
giod,5,2025-07-30,Bank of Abyssinia,Google Play
best bank in ethiopia,5,2025-07-29,Bank of Abyssinia,Google Play
waqayyoo,5,2025-07-28,Bank of Abyssinia,Google Play
please is not working,2,2025-07-27,Bank of Abyssinia,Google Play
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,Bank of Abyssinia,Google Play
I can log in from any where,5,2025-07-23,Bank of Abyssinia,Google Play
😇,3,2025-07-21,Bank of Abyssinia,Google Play
no proplem,5,2025-07-20,Bank of Abyssinia,Google Play
👍👍👍,5,2025-07-20,Bank of Abyssinia,Google Play
excellent app,5,2025-07-18,Bank of Abyssinia,Google Play
good work,5,2025-07-15,Bank of Abyssinia,Google Play
☹️,5,2025-07-15,Bank of Abyssinia,Google Play
excellent,5,2025-07-14,Bank of Abyssinia,Google Play
Great BoA,5,2025-07-14,Bank of Abyssinia,Google Play
Good,5,2025-07-14,Bank of Abyssinia,Google Play
Okay,4,2025-07-13,Bank of Abyssinia,Google Play
not working,1,2025-07-12,Bank of Abyssinia,Google Play
This App is Getting worse and worse with every update,2,2025-07-11,Bank of Abyssinia,Google Play
ምርጥ ነው,1,2025-07-10,Bank of Abyssinia,Google Play
nice,5,2025-07-10,Bank of Abyssinia,Google Play
meku,5,2025-07-07,Bank of Abyssinia,Google Play
nice,4,2025-07-04,Bank of Abyssinia,Google Play
awasome app go a head,5,2025-07-04,Bank of Abyssinia,Google Play
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,Bank of Abyssinia,Google Play
"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,Bank of Abyssinia,Google Play
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,Bank of Abyssinia,Google Play
wow,5,2025-07-01,Bank of Abyssinia,Google Play
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,Bank of Abyssinia,Google Play
amazing Banks App👌👌,3,2025-06-25,Bank of Abyssinia,Google Play
good App fore me,5,2025-06-25,Bank of Abyssinia,Google Play
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,Bank of Abyssinia,Google Play
fantastic,5,2025-06-22,Bank of Abyssinia,Google Play
👍,4,2025-06-21,Bank of Abyssinia,Google Play
it's nice to use.,5,2025-06-21,Bank of Abyssinia,Google Play
app doesn't start,1,2025-06-21,Bank of Abyssinia,Google Play
Excellent application,5,2025-06-18,Bank of Abyssinia,Google Play
its very bad app its very slow,1,2025-06-17,Bank of Abyssinia,Google Play
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,Bank of Abyssinia,Google Play
good,1,2025-06-15,Bank of Abyssinia,Google Play
Good job!,5,2025-06-13,Bank of Abyssinia,Google Play
best financial app.,5,2025-06-12,Bank of Abyssinia,Google Play
ቆንጆ ነው በርቱ,5,2025-06-11,Bank of Abyssinia,Google Play
the worst app humans ever created,1,2025-06-09,Bank of Abyssinia,Google Play
it's not working,3,2025-06-05,Bank of Abyssinia,Google Play
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Bank of Abyssinia,Google Play
exceptional,5,2025-06-03,Bank of Abyssinia,Google Play
BoA Mobile good bank,5,2025-06-02,Bank of Abyssinia,Google Play
this is worest app 24/7 loading,1,2025-06-01,Bank of Abyssinia,Google Play
BoA system is confartable,5,2025-06-01,Bank of Abyssinia,Google Play
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Bank of Abyssinia,Google Play
Good service.,3,2025-05-25,Bank of Abyssinia,Google Play
the app crush frequently,1,2025-05-24,Bank of Abyssinia,Google Play
